Protein name,Uniprot ID,NCBI Gene ID,Function,Small-scale evidence,Number of interactions
Triqk,Q5EB66,500413,target gene,No,6
Ffar4,Q2AC31,294075,target gene,No,1
Rims3,G3V7H4,-,target gene,No,3
Rab27b,Q99P74,84590,target gene,No,4
LOC499573,Q6TXE3,499573,target gene,No,1
Olr760,D4A4I6,405957,target gene,No,1
Arhgap20,Q6REY9,367085,target gene,No,5
Hemgn,Q6AZ54,113882,target gene,No,1
Bmp7,G3V6W8,85272,target gene,No,4
Ccl28,G3V896,-,target gene,No,1
Clint1,Q6DGF2,360515,target gene,No,2
Nme3,G3V816,-,target gene,No,4
Mansc1,D4AE21,690606,target gene,No,1
Pgf,Q63434,94203,target gene,No,1
Dgki,F1MAB7,688705,target gene,No,1
-,F1M7N0,-,target gene,No,3
Olr578,D3ZA29,366109,target gene,No,1
F10,A0A0H2UHR6,-,target gene,No,6
Phldb3,A0A0G2KB72,-,target gene,No,8
Kmt5a,D3ZEB9,689820,target gene,No,1
Cacna1a,A0A0G2JXK1,-,target gene,No,2
Hyal1,F1M963,-,target gene,No,3
Mefv,A0A0G2JXG0,58923,target gene,No,1
-,M0RD07,-,target gene,No,3
Pcdhga6,D3ZQX9,-,target gene,No,1
Cd99,B4F7A5,652929,target gene,No,3
Eps8l2,F7DLY1,361674,target gene,No,3
Ttc28,D3ZXP1,304558,target gene,No,3
Sdcbp,Q9JI92,83841,target gene,No,6
Vnn3,D4A183,498992,target gene,No,5
LOC689065,D3ZTJ8,689065,target gene,No,1
Plac8,B5DF36,100910270;360914,target gene,No,3
Tmc8,M0RE13,688276,target gene,No,1
H1foo,D3ZEG0,502875,target gene,No,3
Kif12,G3V6Y3,313254,target gene,No,5
Wdr13,G3V6Q3,317370,target gene,No,9
Galntl5,Q6AYL7,499968,target gene,No,1
Slco4a1,Q4V8N6,171144,target gene,No,3
Adcy3,G3V6I2,64508,target gene,No,1
Slc16a2,G3V9C2,-,target gene,No,5
Crabp1,P62966,25061,target gene,No,1
Pde1c,F1LMX4,-,target gene,No,5
Atp6ap2,Q6AXS4,302526,target gene,No,4
LOC102554315,F1LWY5,-,target gene,No,1
Ifi27l2b,Q6IEA8,299269,target gene,No,5
Aff3,A0A0G2K1Y7,-,target gene,No,1
Marc1,G3V6I4,690745,target gene,No,1
Stac,F1M107,-,target gene,No,1
Fam110c,Q5RKJ0,500638,target gene,No,4
Dennd4c,A0A0G2K089,-,target gene,No,1
LOC102548031,D3ZW13,-,target gene,No,1
Gpsm3,Q6MG88,406163,target gene,No,1
-,Q6AYU0,500827,target gene,No,1
Myb,A0A0G2K2A4,-,target gene,No,2
Htr3a,P35563,79246,target gene,No,3
Krtap31-1,D3ZJ72,680454,target gene,No,1
Lcp2,Q920L0,155918,target gene,No,1
-,M0R3X7,-,target gene,No,1
Cyp26b1,G3V7X8,312495,target gene,No,2
Fhdc1,D3ZL83,295161,target gene,No,2
B4galt2,D4A2A5,313536,target gene,No,1
Rpe65,O70276,89826,target gene,No,3
LOC100360095,D3ZIF6,100360095,target gene,No,1
Ak4,Q9WUS0,29223,target gene,No,5
Fam83b,D3ZF70,315829,target gene,No,2
Capn8,Q78EJ9,170808,target gene,No,1
Syde1,D3ZZN9,362842,target gene,No,2
C4bpb,A0A5C5,24236,target gene,No,4
Mid1,P82458,54252,target gene,No,1
Dmkn,A0A0G2K3X0,-,target gene,No,1
Top1,A0A0G2K3V7,-,target gene,No,1
Ptx4,A0A0G2JZ18,-,target gene,No,2
Calcrl,Q63118,25029,target gene,No,2
A1m,Q63041,252922,target gene,No,5
Hamp,Q99MH3,84604,target gene,No,4
Kcnk13,M0RCJ1,64120,target gene,No,2
-,D4A862,-,target gene,No,1
Serpinc1,Q5M7T5,304917,target gene,No,2
Susd4,D4A231,289335,target gene,No,1
Kctd17,D3ZYQ0,300317,target gene,No,2
Dact2,D3ZSK6,308212,target gene,No,4
Ecd,D3ZA55,688968,target gene,No,2
-,M0RDZ7,-,target gene,No,2
-,F1M340,-,target gene,No,2
Kiaa1107,D4A0X3,100364240,target gene,No,2
Fkbp1b,P97534,58950,target gene,No,4
Tshz1,F1LW29,-,target gene,No,1
-,A0A0G2JZ28,-,target gene,No,1
Niban3,Q2NL48,498604,target gene,No,3
-,A0A0G2JXP8,-,target gene,No,2
Lrrc8e,Q3KRC6,304203,target gene,No,2
Hp1bp3,F1M6V1,-,target gene,No,7
Mag,P07722,29409,target gene,No,2
Prg4,F1LRA5,-,target gene,No,4
Crtc3,F1LVL6,-,target gene,No,5
Smc1b,D3ZE73,300121,target gene,No,2
Sh2d4a,Q6AYC8,306376,target gene,No,5
-,M0R7K6,-,target gene,No,1
Wnt11,G3V819,140584,target gene,No,1
Cd68,Q4FZY1,287435,target gene,No,2
Map1s,A0A0H2UHQ3,-,target gene,No,1
Slc9a3,G3V7Y7,24784,target gene,No,4
Insl6,Q9WV41,50546,target gene,No,2
Rab3ip,A1L127,29885,target gene,No,2
Lbp,Q3MID7,29469,target gene,No,6
Tgif2,B5DEL6,499929,target gene,No,5
Kcnj6,A0A0G2JWH0,25743,target gene,No,1
Cyp17a1,A0A0G2JSR8,25146,target gene,No,3
Robo3,D3ZKA2,315564,target gene,No,2
Tarbp1,A0A0G2JYA7,-,target gene,No,3
Cacna1b,F1LQ87,-,target gene,No,3
Prkag3,D4A7E4,301518,target gene,No,1
Ripply2,D3ZRE0,363111,target gene,No,1
Mttp,D4A1W8,310900,target gene,No,2
Cntnap1,P97846,84008,target gene,No,1
Ggh,Q62867,25455,target gene,No,1
Ccdc78,F7ELZ7,-,target gene,No,5
Np4,Q62714,286958,target gene,No,1
Rasd2,P63033,171099,target gene,No,1
Acsbg1,Q924N5,171410,target gene,No,1
Abhd1,Q5RK23,313917,target gene,No,6
Hoxd12,D3ZSN2,366082,target gene,No,1
Hesx1,D4AEG9,498575,target gene,No,3
Zfp3,D3ZIG3,497944,target gene,No,1
Cdh1,Q9R0T4,83502,target gene,No,3
Dab2ip,Q6P730,192126,target gene,No,1
Lsamp,A0A0H2UHW7,-,target gene,No,3
Sdsl,D3ZHV7,360816,target gene,No,4
Olr1673,D3ZLA9,294143,target gene,No,1
Nid2,W4VSR4,-,target gene,No,1
Nradd,Q8K5A9,246143,target gene,No,3
Myct1,D3ZUL5,292264,target gene,No,2
-,A0A0G2JVZ0,-,target gene,No,1
Nubp1,Q5I0L4,287042,target gene,No,2
Slc26a7,A0A1W2Q610,297910,target gene,No,2
Apoa4,A0A0G2JVX7,-,target gene,No,2
Reep5,B2RZ37,364838,target gene,No,3
Serpine2,G3V7Z4,29366,target gene,No,2
Eif3a,Q1JU68,292148,target gene,No,7
Camp,G3V8S9,316010,target gene,No,1
Fbp2,Q9Z1N1,114508,target gene,No,2
Ankrd12,D3ZCH1,316775,target gene,No,1
Tmie,D4AE26,501061,target gene,No,2
Pappa1,D3ZNQ7,313262,target gene,No,1
Slc9a4,G3V9T3,-,target gene,No,2
LOC501233,A0A0G2K9Y7,-,target gene,No,6
Svbp,Q4KLG3,362578,target gene,No,6
Aqp6,Q9WTY0,29170,target gene,No,1
Prl3b1,P09321,24283,target gene,No,1
Slc16a11,B5DFC0,287450,target gene,No,4
Mindy4,D3ZJJ0,312365,target gene,No,2
Cspp1,F1LPI1,362472,target gene,No,1
Npy1r,G3V7T1,29358,target gene,No,1
RGD1306271,D3Z9D0,312246,target gene,No,3
Sbsn,F7FEM5,292793,target gene,No,3
Angptl6,B2RYM1,-,target gene,No,1
Arhgap28,F1M332,-,target gene,No,4
Neurl2,B0BMZ0,311633,target gene,No,3
Ccdc38,F1LUB9,-,target gene,No,5
Col9a1,F1LQ93,305104,target gene,No,3
Gal3st2,F1M8X1,-,target gene,No,1
Ccdc106,D4AAV8,499071,target gene,No,1
Acss3,A0A0G2K047,314800,target gene,No,5
Uck1,B5DF24,311864,target gene,No,5
Tusc2,D3Z8Q5,501052,target gene,No,3
Hpd,P32755,29531,target gene,No,4
Slc17a2,D4A3I8,306950,target gene,No,5
Nupr1l1,A0A0H2UHR1,103689998,target gene,No,2
Mnd1,F1LWN6,-,target gene,No,1
Galnt6,D4A864,100361647,target gene,No,1
Pik3ap1,F1M784,294048,target gene,No,6
Nlrp9,D3ZAD9,292577,target gene,No,1
Smtnl1,D3ZWP4,311167,target gene,No,3
Usp27x,D3ZGB0,-,target gene,No,7
Bcor,D4A2J9,317346,target gene,No,3
Palm3,D4A1J3,100359592,target gene,No,1
Lmo3,M0R4L0,497798,target gene,No,1
Slc5a11,B5DFE3,252854,target gene,No,2
Procr,Q4V8I1,362248,target gene,No,3
Slc12a9,M0RAK3,-,target gene,No,8
Brsk1,B2DD29,499073,target gene,No,2
Stom,Q5XI04,296655,target gene,No,3
Cyp2t1,A0A0G2K2P4,-,target gene,No,3
Rad51ap2,M0R7M4,-,target gene,No,2
Jph4,A0A0A0MY08,-,target gene,No,1
Nasp,Q66HD3,298441,target gene,No,3
Rdx,E9PT65,-,target gene,No,1
Eno3,P15429,25438,target gene,No,2
Slc9a6,D3ZJ86,-,target gene,No,1
Miox,A0A0H2UHH0,-,target gene,No,2
Chrdl2,F1LW58,-,target gene,No,3
Gck,P17712,24385,target gene,No,5
Cldn23,Q497B5,290789,target gene,No,2
Klhl34,D3ZY10,302703,target gene,No,1
Hbe1,O88752,293267,target gene,No,1
Copz2,D4ADP9,360611,target gene,No,2
Acsm5,Q6AYT9,361637,target gene,No,5
Psme4,A0A0G2KAX0,498433,target gene,No,6
Ephx1,P07687,25315,target gene,No,5
-,A0A0U1RS05,-,target gene,No,2
Syt10,O08625,60567,target gene,No,1
-,F1LNG6,-,target gene,No,1
Ror2,D3ZNY8,306782,target gene,No,2
Bche,Q9JKC1,65036,target gene,No,1
Vamp5,A0A140TAB7,-,target gene,No,1
Evi2a,Q5HZW9,685433,target gene,No,3
Scel,A0A0G2K292,361086,target gene,No,4
Filip1,F1LM79,246776,target gene,No,3
Fam83f,D3ZAT7,315145,target gene,No,1
Pde4dip,A0A0G2K463,-,target gene,No,2
Nt5c2,D3ZMY7,100363253,target gene,No,2
Zfp958,A5GZY2,100302405,target gene,No,2
Ugt2b37,F1M7N8,29623,target gene,No,4
-,M0R701,-,target gene,No,1
Bnc2,D3ZZ22,298189,target gene,No,1
Eif5a2,G3V7J7,310261,target gene,No,1
Cmbl,Q7TP52,310201,target gene,No,5
Ccdc153,Q5FVL4,300663,target gene,No,1
Defb20,Q32ZH2,641641,target gene,No,1
Cdca7l,Q4G059,619566,target gene,No,5
RGD1305347,D3ZJJ3,362576,target gene,No,4
LOC501297,F1LYZ3,-,target gene,No,1
Olr103,D3ZCE8,293242,target gene,No,1
Col10a1,A0A0G2K7A5,25681,target gene,No,1
Spo11,D3Z8A8,366261,target gene,No,2
-,F1LTZ6,-,target gene,No,1
Ugt2b,F1LM22,24862,target gene,No,4
Akr1c15,D3ZF77,361267,target gene,No,1
Prom2,F1LQW5,-,target gene,No,1
Olr11,F1LZI8,293070,target gene,No,1
Scoc,Q5RJZ6,364981,target gene,No,1
LOC100911485,Q6IRL2,100911485;64476,target gene,No,2
Nefm,G3V7S2,-,target gene,No,2
Capn12,D3ZJZ8,308476,target gene,No,1
Camsap3,D3ZXQ2,689074,target gene,No,6
-,D4AC54,-,target gene,No,1
Smoc2,B5DF75,292401,target gene,No,1
Foxn4,F1M4N5,288736,target gene,No,1
Ikbke,D4A5E7,363984,target gene,No,2
Rgs17,F1M0G0,308118,target gene,No,2
Odf3b,D4AD19,500917,target gene,No,2
Reps1,A0A0G2JZY3,-,target gene,No,1
-,A0A0G2JXV8,-,target gene,No,4
Bbx,A0A0G2JXW5,303970,target gene,No,1
Samd9,A0A0G2JVW6,500011,target gene,No,1
Sult4a1,P63047,58953,target gene,No,2
Pitx2,Q9R0W1,54284,target gene,No,1
Srpx,Q63769,64316,target gene,No,2
Mymk,D3ZQN5,296601,target gene,No,2
Rnpep,G3V6V1,81761,target gene,No,2
Adgrl2,D3ZNG0,171447,target gene,No,1
Pramef20,A0A0G2K364,691150,target gene,No,1
Erfe,D4AB34,681056,target gene,No,3
Clec2d11,Q0H8B9,362447,target gene,No,6
Dnah6,F1LXT8,-,target gene,No,3
Gngt2,D3ZLD6,690825,target gene,No,3
Polg2,D3ZYP7,303612,target gene,No,2
RGD1559578,D3ZY08,287783,target gene,No,2
Grb14,A0A0G2K3B0,-,target gene,No,3
Baiap2l2,D4A901,-,target gene,No,1
Nfatc2,D4A0I8,311658,target gene,No,3
Cdcp1,D3ZVA1,301082,target gene,No,1
Pitx1,Q99NA7,113983,target gene,No,1
Slc25a43,D3ZG94,298318,target gene,No,3
Zfp618,F1LV71,-,target gene,No,2
Usp7,F1LM09,-,target gene,No,4
Defb10,Q32ZI1,641635,target gene,No,1
Dio1,A0A0G2JXM4,-,target gene,No,5
-,D3ZXW1,-,target gene,No,1
Unc119,Q62885,29402,target gene,No,6
Tgfbi,D4A8G5,116487,target gene,No,3
Gnaz,P19627,25740,target gene,No,1
LOC688981,D3ZSF2,688981,target gene,No,1
Acot2,Q6IMX8,192272,target gene,No,6
-,F1LZJ7,-,target gene,No,1
Tmem219,B2GV90,-,target gene,No,5
Rccd1,D3ZG92,308760,target gene,No,1
Tmem94,F1LUG5,-,target gene,No,2
LOC361016,F1M8H3,-,target gene,No,1
LOC100359924,H9LAA7,100359924,target gene,No,1
LOC688613,D4A5T3,688613,target gene,No,2
-,F1M825,-,target gene,No,1
LOC690283,D3ZIZ2,-,target gene,No,2
Fbll1,D3ZVA5,363563,target gene,No,4
Wnt9b,D3ZFS0,303586,target gene,No,4
Pced1b,Q2M1K5,315283,target gene,No,1
Cux2,F1M048,288665,target gene,No,2
Mettl27,D4AED6,688407,target gene,No,4
Eif4ebp2,Q497A9,361845,target gene,No,2
Bco2,F1LMB4,-,target gene,No,4
Adcyap1,P13589,24166,target gene,No,1
Snx24,Q5U2S5,361328,target gene,No,4
Plxnb2,D3ZQ57,315217,target gene,No,1
Mk1,Q8VHI2,171436,target gene,No,2
Slco1a6,Q9QYE2,84608,target gene,No,1
Kcnq1,F1LMY9,-,target gene,No,3
Dnajb14,A0A0G2JTM9,499716,target gene,No,5
Snrpe,D3ZSP1,-,target gene,No,4
Tedc1,D4A8N6,-,target gene,No,4
LOC100912266,Q6QI85,-,target gene,No,1
Insrr,Q64716,60663,target gene,No,1
Tnr,A0A096MJE6,-,target gene,No,2
Armh1,D4A9P2,500531,target gene,No,9
Ces2i,A0A0G2K1L3,-,target gene,No,1
Matn1,Q5XI24,297894,target gene,No,1
-,A0A0G2JWK3,-,target gene,No,3
Gga1,Q5FVF3,300066,target gene,No,1
Casq1,P19633,686019,target gene,No,4
Rbpms,F1M9Y9,498642,target gene,No,5
Ccl26,D3ZQG2,685958,target gene,No,2
Taar7g,Q923Y1,294131,target gene,No,3
RGD1563444,Q4V7C3,-,target gene,No,5
Adam34l,A0A0G2K693,364599,target gene,No,1
Il6,P20607,24498,target gene,No,1
Fam163b,D3Z988,685169,target gene,No,1
Fry,E9PTY6,-,target gene,No,3
Zfp112,A0A0G2K9F8,308420,target gene,No,1
Kif1a,F1M4A4,363288,target gene,No,4
Ap3b2,D4AE00,308777,target gene,No,3
Scd4,D4ABJ9,499358,target gene,No,1
Odf3l2,D3ZJC1,299600,target gene,No,1
Prkaa1,P54645,65248,target gene,No,3
S100a3,P62819,114216,target gene,No,3
Olr1597,D4A0C2,405222,target gene,No,1
Dzank1,D4A039,311486,target gene,No,3
Arhgef6,D3ZWQ8,-,target gene,No,2
Spetex-2F,F7FPR9,316940,target gene,No,2
Npc1l1,Q6T3U3,432367,target gene,No,1
Neto1,D4AAD6,307206,target gene,No,3
Adamts12,D3ZTJ3,294809,target gene,No,2
Adssl1,M0R629,684425,target gene,No,6
Card14,M0R6R8,-,target gene,No,1
Lrrc4c,D3ZXT1,311236,target gene,No,1
Senp6,F1LU78,300860,target gene,No,5
Phc1,D3ZVD1,312690,target gene,No,3
Cyp2c24,F1M0F9,499353,target gene,No,1
Dsc2,A0A0G2K3I3,291760,target gene,No,3
-,A0A0U1RRZ4,-,target gene,No,5
Perp,B2GVC0,292949,target gene,No,7
Nod1,D4ADT7,500133,target gene,No,6
Slc23a3,D3ZG28,367298,target gene,No,3
Bmp6,Q04906,25644,target gene,No,1
-,M0RBS7,-,target gene,No,1
Zfp275,D3ZRH5,293849,target gene,No,2
St6gal1,F2Z3S3,25197,target gene,No,4
RGD1560034,F1M0M5,679534,target gene,No,1
Wwc2,D4AEJ5,498630,target gene,No,5
LOC362901,F7ESJ7,-,target gene,No,1
Pamr1,D4A0A3,311252,target gene,No,2
Nrg4,A0A0G2JYC9,690919,target gene,No,4
Dqx1,D4A474,680434,target gene,No,4
Serpinb9,Q6AYF8,361241,target gene,No,1
C1qtnf4,F7EUJ8,-,target gene,No,1
Mlst8,G3V7F1,64226,target gene,No,1
Vil1,B5DFA0,316521,target gene,No,1
Fgl2,G3V7P2,84586,target gene,No,3
Pros1,M0R5R0,81750,target gene,No,4
Sarg,Q499V8,498222,target gene,No,1
-,A0A0G2JV58,-,target gene,No,1
Foxr2,D4ADV2,302583,target gene,No,1
Srgn,P04917,56782,target gene,No,3
Ppp1r14c,Q8R4R9,171010,target gene,No,1
Lmo1,A0A0G2K422,245979,target gene,No,3
Vav3,F1LWB1,295378,target gene,No,4
Cck,P01355,25298,target gene,No,2
Brcc3,B2RYM5,316794,target gene,No,7
Thap7,G3V9P2,287944,target gene,No,2
Csrp3,G3V7U0,117505,target gene,No,1
LOC100910057,F1LZI5,-,target gene,No,2
Pcdhb3,G3V8P1,291656,target gene,No,1
Cebpe,P56261,25410,target gene,No,1
Cdh24,D3ZTI3,498515,target gene,No,1
Cetn4,F1LTY0,-,target gene,No,1
Fign,D3ZYS4,295649,target gene,No,2
Ibsp,A0JPM6,24477,target gene,No,1
Efcab1,M0RCD9,301957,target gene,No,3
Oacyl,D3ZAI4,291549,target gene,No,3
Rnf39,Q920M2,171387,target gene,No,5
Hcar2,Q80Z39,353250,target gene,No,5
Grxcr2,D4ABJ8,681048,target gene,No,1
Taar7e,Q5QD19,294133,target gene,No,3
Suclg1,A0A0H2UHE1,-,target gene,No,2
Tmem196,Q5EB63,500750,target gene,No,1
Ghrl,Q9QYH7,59301,target gene,No,1
LOC498155,Q6QI41,498155,target gene,No,1
Rap1gds1,F1M7Y3,310909,target gene,No,3
Nbr1,F1LSE5,303554,target gene,No,1
-,D3ZM68,-,target gene,No,1
Mill1,Q60I18,292671,target gene,No,2
Ubxn2a,D3ZID8,685859,target gene,No,1
Dpp4,A0A0G2K238,-,target gene,No,4
Cd83,B2GV95,361226,target gene,No,2
Foxj3,A0A0G2JWM4,313554,target gene,No,2
-,F1M0N4,-,target gene,No,2
Lsr,Q9WU74,64355,target gene,No,6
Tmigd1,D3ZD96,363654,target gene,No,1
Vom1r77,Q5J3L3,-,target gene,No,1
Abcg5,Q99PE7,114628,target gene,No,3
-,Q6AYA8,498368,target gene,No,1
-,F1M195,-,target gene,No,1
Ppat,P35433,117544,target gene,No,3
-,A0A0G2K6H6,-,target gene,No,2
Kpnb1,F2Z3Q8,-,target gene,No,1
Pcdhga3,D4ACT8,-,target gene,No,1
Ammecr1,D3ZBY1,501539,target gene,No,4
Sult1b1,P52847,64305,target gene,No,3
Olr247,D3ZVZ0,293392,target gene,No,1
Eif4e2,D4A174,363275,target gene,No,2
Gvin1,A0A0G2JTA4,-,target gene,No,1
Afmid,M0RC77,688283,target gene,No,5
Pcnp,A0A0H2UHW4,-,target gene,No,1
Chmp4c,F1LPT7,361916,target gene,No,3
-,D3ZE07,-,target gene,No,1
Tmem161a,F7EZW5,-,target gene,No,1
Traf3ip3,Q5FVQ1,360900,target gene,No,3
Ka11,A0A0G2JU48,-,target gene,No,1
Ca3,P14141,54232,target gene,No,2
Acsf2,Q499N5,619561,target gene,No,4
RGD1562229,D4A4P5,498431,target gene,No,1
Ptgr1,P97584,192227,target gene,No,1
Ano1,D4A915,309135,target gene,No,2
Cyp2c13,Q5I0P5,171521,target gene,No,3
H2afy2,B1WC28,361844,target gene,No,1
Tmem116,F1LRF5,690442,target gene,No,1
Csta,P01039,288075,target gene,No,1
Tm6sf2,B0BNG2,689029,target gene,No,5
Bahd1,D3ZHT3,362194,target gene,No,3
-,F1LYA9,-,target gene,No,1
Akr1b10,Q6AY99,296972,target gene,No,2
RGD1565844,D3ZI70,-,target gene,No,3
Fmr1,Q80WE1,24948,target gene,No,5
Cnot6,A0A0G2KA59,-,target gene,No,1
Coil,E9PTJ1,-,target gene,No,1
-,A0A0G2K9A6,-,target gene,No,1
-,D3ZVQ8,-,target gene,No,3
Igsf6,G3V884,-,target gene,No,2
Efnb1,Q6P7B6,25186,target gene,No,5
Scrt1,D4A919,366951,target gene,No,2
Cyp2d5,Q5I0P9,-,target gene,No,3
Tlk1,A0A0G2K920,311118,target gene,No,3
Ces1f,M0R7R1,100125372,target gene,No,6
Adcy1,D4A3N4,305509,target gene,No,1
Cped1,A0A0G2QC10,-,target gene,No,4
Angptl3,F7FHP0,502970,target gene,No,4
Cys1,D3ZCZ3,690489,target gene,No,2
Ambp,Q64240,25377,target gene,No,4
Ms4a10,D4A504,293739,target gene,No,2
Elk3,D4A9V6,362871,target gene,No,1
-,A0A0G2K7N7,-,target gene,No,2
Krt85,A7M777,407762,target gene,No,1
Cfap53,F1M6S6,364899,target gene,No,1
Plaur,M0R3P2,-,target gene,No,4
Ctxn1,P41237,29145,target gene,No,4
RGD1562381,D3ZM01,-,target gene,No,1
Dennd2a,D3ZLQ1,312257,target gene,No,1
-,A0A096MJR3,-,target gene,No,1
Lax1,Q5FVQ5,498232,target gene,No,1
Hspb3,G3V7G6,-,target gene,No,1
Meig1,D4A0V5,679834,target gene,No,5
Arhgap44,F1LQX4,303222,target gene,No,4
Slc35b3,D4AAG3,306866,target gene,No,1
Rxfp1,F1M7X9,-,target gene,No,1
Fam183a,D3Z8P9,287346,target gene,No,1
Sec14l2,Q5EBD0,116486,target gene,No,4
Nr2e1,M0R4V9,-,target gene,No,3
Lrrc52,A0JN28,289199,target gene,No,3
Ptges,Q9JHF3,59103,target gene,No,2
Tmprss11e,F1M2C4,-,target gene,No,2
Rab20,D4AAE6,689377,target gene,No,4
Samd15,B1WBT7,681908,target gene,No,5
Srcap,M0R750,-,target gene,No,1
Elovl4,D4ACH5,315851,target gene,No,1
Tmem51,D4AE69,500578,target gene,No,5
Myh7,G3V8B0,29557,target gene,No,1
Tmem59l,A0A0G2KB04,306349,target gene,No,1
Tmem79,Q3T1H8,310626,target gene,No,4
Acsm2,A0A0G2JSN9,-,target gene,No,4
Cfap77,B2GV45,499765,target gene,No,2
Lrrc63,Q4V8G0,364427,target gene,No,4
Arhgap36,F1M6E2,302819,target gene,No,1
Lypd6,D3ZTT2,679564,target gene,No,3
LOC501038,Q7TP64,501038,target gene,No,1
-,Q6QI42,-,target gene,No,1
Susd5,D3ZSC1,301039,target gene,No,1
RGD1565222,D4AB71,498514,target gene,No,3
-,D3ZW44,-,target gene,No,1
Gimap9,Q3ZAV4,493865,target gene,No,1
Vom1r105,A0A0G2K3L2,-,target gene,No,1
Olr326,D3ZSJ0,293764,target gene,No,1
LOC108348154,F1M3B1,-,target gene,No,1
Abcg3l3,D4A896,305142,target gene,No,3
LOC498339,Q6QI18,498339,target gene,No,1
Stum,D4A4F9,689499,target gene,No,2
Btbd19,D3Z860,100361234,target gene,No,1
Mroh6,F1M3X5,100359562,target gene,No,1
Gabrb3,A0A0G2K0J9,-,target gene,No,1
Mtg2,A0A0G2K4Z6,-,target gene,No,1
Fkbp4,Q9QVC8,260321,target gene,No,4
Pi16,D3ZGM7,294312,target gene,No,2
Foxe3,Q63250,171302,target gene,No,1
Rhbdf2,F1LWZ3,303690,target gene,No,4
Rhno1,Q6AY26,-,target gene,No,1
Pla2g12b,M0RCI5,367415,target gene,No,2
RGD1564614,G3V7P5,498241,target gene,No,4
Ablim3,F1M8U2,-,target gene,No,5
Tspan8,O55158,171048,target gene,No,2
Nts,G3V6J4,299757,target gene,No,1
Smim22,D3Z8T8,360478,target gene,No,3
Usp43,D3ZED6,100147704,target gene,No,5
LOC679803,A0A0G2K8T7,-,target gene,No,1
Slc43a3,D4A832,311170,target gene,No,1
Dgkb,F1LP01,-,target gene,No,1
Asb3,D3ZJN4,-,target gene,No,5
Mal,Q64349,25263,target gene,No,2
Adal,Q5FVI8,311352,target gene,No,1
Nkain2,M0RCY3,-,target gene,No,2
Ush1c,Q4KMB9,308596,target gene,No,2
Prr22,M0RAI3,680177,target gene,No,1
Hapln4,D3Z9H2,361129,target gene,No,4
Aplnr,Q9JHG3,83518,target gene,No,1
MGC95210,Q4FZS5,287798,target gene,No,3
Ppp1r13b,D4A6A8,314465,target gene,No,2
B3gnt7,Q66H69,316583,target gene,No,2
Nodal,D3ZGK9,294503,target gene,No,1
Parp16,Q6TUD5,-,target gene,No,4
Rcvrn,G3V6G4,-,target gene,No,1
Lepr,F1M9F2,-,target gene,No,2
Cnksr2,Q9Z1T4,59322,target gene,No,2
Krt9,F1M7K4,-,target gene,No,1
-,A0A0G2K5K0,-,target gene,No,1
Kifc3,A1A5P4,307644,target gene,No,1
-,M0RBV8,-,target gene,No,1
Gpr12,P30951,80840,target gene,No,1
Tmco4,F1LRM3,500573,target gene,No,4
Tssk1b,Q6V9Y2,288358,target gene,No,1
Trio,F1M0Z1,310192,target gene,No,1
Spcs3,Q568Z4,100360464;317409,target gene,No,2
Palmd,A0A0G2JZ34,-,target gene,No,4
Kynu,P70712,116682,target gene,No,3
B4galnt3,F1M021,500306,target gene,No,2
Foxj2,A0A0G2JW18,502886,target gene,No,5
Slc45a1,A0A0G2QC36,246258,target gene,No,2
Lrrc72,A0A0G2JYE4,-,target gene,No,1
-,A0A0G2JXE3,-,target gene,No,1
Slc22a8,A0A0G2JSQ3,-,target gene,No,4
Taf9b,Q62880,171152,target gene,No,3
Ssx2ip,Q8CGZ2,308023,target gene,No,5
Zfp819,Q5PQR1,308561,target gene,No,1
Prdm10,D3ZQ79,500964,target gene,No,2
Rasl10a,D3ZA36,364190,target gene,No,4
Prickle3,Q5U2Q0,317380,target gene,No,4
Wnt8a,D4A9D7,291678,target gene,No,1
Erich2,Q66H03,499806,target gene,No,2
Htr6,P31388,-,target gene,No,1
Hormad1,D3ZWE7,365868,target gene,No,2
Vasp,A0A0G2K9C0,-,target gene,No,7
Dynlt3,Q5XI90,363448,target gene,No,4
Ncapd2,A0A0G2JWH3,-,target gene,No,3
Ammecr1l,G3V9S2,307526,target gene,No,4
Otor,D4A1F5,366206,target gene,No,2
Dlgap1,P97836,65040,target gene,No,2
-,A0A0G2JXG8,-,target gene,No,2
Olr1461,D3ZJI2,287349,target gene,No,1
Naprt,G3V709,-,target gene,No,3
Hoxd8,F1LWY9,-,target gene,No,2
Tgfb3,Q07258,25717,target gene,No,2
Wfikkn1,P0C5J5,363555,target gene,No,1
Cdyl,Q6AYK9,361237,target gene,No,3
Klhdc7b,F1M150,300150,target gene,No,1
Rimkla,D4A7C3,-,target gene,No,2
Zfp575,D4AB91,308430,target gene,No,1
Plp2,Q6P742,302562,target gene,No,2
Ppm1m,M0R7Q8,-,target gene,No,2
Tox2,F1M8E3,311615,target gene,No,1
Alk,F1LRZ0,-,target gene,No,1
Opcml,A0A0G2K657,-,target gene,No,1
Chst1,Q5RJQ0,295934,target gene,No,2
Jakmip1,Q3SWS9,305434,target gene,No,1
B3gnt8,D3ZE36,308440,target gene,No,1
Mybpc1,A0A0G2K7Q0,362867,target gene,No,1
Mylk2,G3V731,-,target gene,No,1
Eea1,A0A0G2K051,-,target gene,No,1
Cfap221,A0A0G2K0U0,-,target gene,No,1
